X,CH1,Start,Increment,
Sequence,Volt,-3.000000e-02,5.000000e-05
0,4.00e-02,
1,1.20e-01,
2,8.00e-02,
3,0.00e+00,
4,8.00e-02,
5,0.00e+00,
6,4.00e-02,
7,1.20e-01,
8,4.00e-02,
9,1.60e-01,
10,4.00e-02,
11,1.20e-01,
12,4.00e-02,
13,1.60e-01,
14,8.00e-02,
15,0.00e+00,
16,8.00e-02,
17,0.00e+00,
18,8.00e-02,
19,4.00e-02,
20,8.00e-02,
21,4.00e-02,
22,4.00e-02,
23,1.60e-01,
24,8.00e-02,
25,0.00e+00,
26,8.00e-02,
27,0.00e+00,
28,8.00e-02,
29,0.00e+00,
30,4.00e-02,
31,1.20e-01,
32,4.00e-02,
33,1.60e-01,
34,8.00e-02,
35,0.00e+00,
36,8.00e-02,
37,0.00e+00,
38,8.00e-02,
39,0.00e+00,
40,4.00e-02,
41,1.20e-01,
42,4.00e-02,
43,1.60e-01,
44,4.00e-02,
45,8.00e-02,
46,8.00e-02,
47,0.00e+00,
48,8.00e-02,
49,0.00e+00,
50,8.00e-02,
51,0.00e+00,
52,8.00e-02,
53,4.00e-02,
54,4.00e-02,
55,1.60e-01,
56,8.00e-02,
57,0.00e+00,
58,0.00e+00,
59,8.00e-02,
60,8.00e-02,
61,0.00e+00,
62,4.00e-02,
63,1.20e-01,
64,4.00e-02,
65,1.20e-01,
66,8.00e-02,
67,4.00e-02,
68,8.00e-02,
69,0.00e+00,
70,8.00e-02,
71,0.00e+00,
72,0.00e+00,
73,1.20e-01,
74,1.20e-01,
75,0.00e+00,
76,4.00e-02,
77,1.20e-01,
78,8.00e-02,
79,0.00e+00,
80,8.00e-02,
81,0.00e+00,
82,8.00e-02,
83,0.00e+00,
84,1.20e-01,
85,0.00e+00,
86,4.00e-02,
87,1.20e-01,
88,1.20e-01,
89,0.00e+00,
90,8.00e-02,
91,0.00e+00,
92,8.00e-02,
93,0.00e+00,
94,8.00e-02,
95,0.00e+00,
96,4.00e-02,
97,1.20e-01,
98,8.00e-02,
99,4.00e-02,
100,8.00e-02,
101,0.00e+00,
102,8.00e-02,
103,0.00e+00,
104,8.00e-02,
105,0.00e+00,
106,8.00e-02,
107,4.00e-02,
108,8.00e-02,
109,4.00e-02,
110,8.00e-02,
111,0.00e+00,
112,8.00e-02,
113,0.00e+00,
114,8.00e-02,
115,0.00e+00,
116,8.00e-02,
117,0.00e+00,
118,4.00e-02,
119,1.20e-01,
120,8.00e-02,
121,0.00e+00,
122,8.00e-02,
123,0.00e+00,
124,8.00e-02,
125,0.00e+00,
126,8.00e-02,
127,0.00e+00,
128,8.00e-02,
129,0.00e+00,
130,4.00e-02,
131,1.20e-01,
132,8.00e-02,
133,0.00e+00,
134,8.00e-02,
135,0.00e+00,
136,8.00e-02,
137,0.00e+00,
138,0.00e+00,
139,1.20e-01,
140,4.00e-02,
141,1.60e-01,
142,8.00e-02,
143,4.00e-02,
144,8.00e-02,
145,0.00e+00,
146,8.00e-02,
147,0.00e+00,
148,8.00e-02,
149,0.00e+00,
150,8.00e-02,
151,4.00e-02,
152,4.00e-02,
153,1.20e-01,
154,8.00e-02,
155,0.00e+00,
156,8.00e-02,
157,0.00e+00,
158,8.00e-02,
159,0.00e+00,
160,0.00e+00,
161,1.60e-01,
162,4.00e-02,
163,1.60e-01,
164,8.00e-02,
165,0.00e+00,
166,8.00e-02,
167,0.00e+00,
168,8.00e-02,
169,0.00e+00,
170,8.00e-02,
171,0.00e+00,
172,8.00e-02,
173,4.00e-02,
174,8.00e-02,
175,4.00e-02,
176,8.00e-02,
177,0.00e+00,
178,8.00e-02,
179,0.00e+00,
180,8.00e-02,
181,0.00e+00,
182,0.00e+00,
183,1.60e-01,
184,4.00e-02,
185,1.20e-01,
186,4.00e-02,
187,1.20e-01,
188,8.00e-02,
189,0.00e+00,
190,8.00e-02,
191,0.00e+00,
192,8.00e-02,
