X,CH1,Start,Increment,
Sequence,Volt,-3.000000e-02,5.000000e-05
0,-4.00e-02,
1,1.20e-01,
2,1.20e-01,
3,-4.00e-02,
4,1.20e-01,
5,-4.00e-02,
6,1.20e-01,
7,-4.00e-02,
8,1.20e-01,
9,-4.00e-02,
10,-4.00e-02,
11,1.20e-01,
12,1.20e-01,
13,-4.00e-02,
14,1.20e-01,
15,-4.00e-02,
16,-4.00e-02,
17,1.20e-01,
18,-4.00e-02,
19,1.20e-01,
20,1.60e-01,
21,-4.00e-02,
22,1.20e-01,
23,-4.00e-02,
24,-4.00e-02,
25,1.20e-01,
26,1.20e-01,
27,-4.00e-02,
28,1.20e-01,
29,-4.00e-02,
30,1.20e-01,
31,-4.00e-02,
32,1.20e-01,
33,-4.00e-02,
34,-4.00e-02,
35,1.20e-01,
36,-4.00e-02,
37,1.20e-01,
38,1.20e-01,
39,-4.00e-02,
40,1.20e-01,
41,-4.00e-02,
42,1.20e-01,
43,-4.00e-02,
44,-4.00e-02,
45,1.20e-01,
46,-4.00e-02,
47,1.20e-01,
48,1.20e-01,
49,-4.00e-02,
50,1.20e-01,
51,-4.00e-02,
52,-4.00e-02,
53,1.20e-01,
54,1.20e-01,
55,-4.00e-02,
56,1.20e-01,
57,-4.00e-02,
58,1.20e-01,
59,-4.00e-02,
60,1.20e-01,
61,-4.00e-02,
62,1.20e-01,
63,-4.00e-02,
64,-4.00e-02,
65,1.20e-01,
66,1.20e-01,
67,-4.00e-02,
68,1.20e-01,
69,-4.00e-02,
70,-4.00e-02,
71,1.20e-01,
72,1.20e-01,
73,-4.00e-02,
74,1.20e-01,
75,-4.00e-02,
76,1.20e-01,
77,-4.00e-02,
78,-4.00e-02,
79,1.20e-01,
80,-4.00e-02,
81,1.20e-01,
82,1.20e-01,
83,-4.00e-02,
84,1.20e-01,
85,-4.00e-02,
86,1.20e-01,
87,-4.00e-02,
88,-4.00e-02,
89,1.20e-01,
90,1.20e-01,
91,-4.00e-02,
92,1.20e-01,
93,-4.00e-02,
94,1.20e-01,
95,-4.00e-02,
96,-4.00e-02,
97,1.20e-01,
98,1.20e-01,
99,-4.00e-02,
100,1.20e-01,
101,-4.00e-02,
102,1.20e-01,
103,-4.00e-02,
104,-4.00e-02,
105,1.20e-01,
106,1.20e-01,
107,-4.00e-02,
108,1.20e-01,
109,-4.00e-02,
110,1.20e-01,
111,-4.00e-02,
112,-4.00e-02,
113,1.20e-01,
114,1.20e-01,
115,-4.00e-02,
116,1.20e-01,
117,-4.00e-02,
118,1.20e-01,
119,-4.00e-02,
120,1.20e-01,
121,-4.00e-02,
122,-4.00e-02,
123,1.20e-01,
124,1.20e-01,
125,-4.00e-02,
126,-4.00e-02,
127,1.20e-01,
128,1.20e-01,
129,-4.00e-02,
130,1.20e-01,
131,-4.00e-02,
132,-4.00e-02,
133,1.20e-01,
134,1.20e-01,
135,0.00e+00,
136,1.20e-01,
137,-4.00e-02,
138,-4.00e-02,
139,1.20e-01,
140,1.20e-01,
141,-4.00e-02,
142,1.20e-01,
143,-4.00e-02,
144,1.20e-01,
145,-4.00e-02,
146,-4.00e-02,
147,1.20e-01,
148,1.20e-01,
149,-4.00e-02,
150,1.20e-01,
151,-4.00e-02,
152,1.20e-01,
153,-4.00e-02,
154,1.20e-01,
155,-4.00e-02,
156,1.20e-01,
157,-4.00e-02,
158,1.20e-01,
159,-4.00e-02,
160,1.20e-01,
161,-4.00e-02,
162,1.20e-01,
163,-4.00e-02,
164,-4.00e-02,
165,1.20e-01,
166,1.20e-01,
167,-4.00e-02,
168,1.20e-01,
169,-4.00e-02,
170,-4.00e-02,
171,1.20e-01,
172,1.20e-01,
173,-4.00e-02,
174,-4.00e-02,
175,1.20e-01,
176,1.20e-01,
177,-4.00e-02,
178,1.20e-01,
179,-4.00e-02,
180,1.20e-01,
181,0.00e+00,
182,1.20e-01,
183,-4.00e-02,
